customer_id,order_placement_date,InFull,OnTime,OnTimeInFull,TargetInFull,TargetOnTime,TargetOnTimeInFull
789101.0,2022-04-12,70.0,100.0,70.0,86.0,80.0,69.0
789101.0,2022-04-13,60.0,80.0,60.0,86.0,80.0,69.0
789101.0,2022-04-14,75.0,91.66666666666666,75.0,86.0,80.0,69.0
789101.0,2022-04-15,62.5,100.0,62.5,86.0,80.0,69.0
789101.0,2022-04-16,80.0,73.33333333333333,80.0,86.0,80.0,69.0
789101.0,2022-04-17,100.0,83.33333333333334,100.0,86.0,80.0,69.0
789101.0,2022-04-18,78.57142857142857,78.57142857142857,78.57142857142857,86.0,80.0,69.0
789101.0,2022-04-19,100.0,87.5,100.0,86.0,80.0,69.0
789101.0,2022-04-20,66.66666666666666,77.77777777777779,66.66666666666666,86.0,80.0,69.0
789101.0,2022-04-21,100.0,85.71428571428571,100.0,86.0,80.0,69.0
789101.0,2022-04-22,60.0,70.0,60.0,86.0,80.0,69.0
789101.0,2022-04-23,81.81818181818183,81.81818181818183,81.81818181818183,86.0,80.0,69.0
789101.0,2022-04-24,81.81818181818183,72.72727272727273,81.81818181818183,86.0,80.0,69.0
789101.0,2022-04-25,100.0,100.0,100.0,86.0,80.0,69.0
789101.0,2022-04-26,84.61538461538461,92.3076923076923,84.61538461538461,86.0,80.0,69.0
789101.0,2022-04-27,90.0,90.0,90.0,86.0,80.0,69.0
789101.0,2022-04-28,83.33333333333334,83.33333333333334,83.33333333333334,86.0,80.0,69.0
789101.0,2022-04-29,83.33333333333334,100.0,83.33333333333334,86.0,80.0,69.0
789101.0,2022-04-30,66.66666666666666,73.33333333333333,66.66666666666666,86.0,80.0,69.0
789101.0,2022-05-01,76.92307692307693,69.23076923076923,76.92307692307693,86.0,80.0,69.0
789101.0,2022-05-02,71.42857142857143,100.0,71.42857142857143,86.0,80.0,69.0
789101.0,2022-05-03,84.61538461538461,69.23076923076923,84.61538461538461,86.0,80.0,69.0
789101.0,2022-05-04,78.57142857142857,71.42857142857143,78.57142857142857,86.0,80.0,69.0
789101.0,2022-05-05,81.81818181818183,72.72727272727273,81.81818181818183,86.0,80.0,69.0
789101.0,2022-05-06,62.5,100.0,62.5,86.0,80.0,69.0
789101.0,2022-05-07,55.55555555555556,88.88888888888889,55.55555555555556,86.0,80.0,69.0
789101.0,2022-05-08,55.55555555555556,77.77777777777779,55.55555555555556,86.0,80.0,69.0
789101.0,2022-05-09,85.71428571428571,85.71428571428571,85.71428571428571,86.0,80.0,69.0
789101.0,2022-05-10,90.9090909090909,72.72727272727273,90.9090909090909,86.0,80.0,69.0
789101.0,2022-05-11,50.0,75.0,50.0,86.0,80.0,69.0
789101.0,2022-05-12,60.0,70.0,60.0,86.0,80.0,69.0
789101.0,2022-05-13,77.77777777777779,88.88888888888889,77.77777777777779,86.0,80.0,69.0
789101.0,2022-05-14,28.57142857142857,71.42857142857143,28.57142857142857,86.0,80.0,69.0
789101.0,2022-05-15,55.55555555555556,100.0,55.55555555555556,86.0,80.0,69.0
789101.0,2022-05-16,69.23076923076923,92.3076923076923,69.23076923076923,86.0,80.0,69.0
789101.0,2022-05-17,40.0,80.0,40.0,86.0,80.0,69.0
789101.0,2022-05-18,91.66666666666666,75.0,91.66666666666666,86.0,80.0,69.0
789101.0,2022-05-19,78.57142857142857,92.85714285714286,78.57142857142857,86.0,80.0,69.0
789101.0,2022-05-20,62.5,62.5,62.5,86.0,80.0,69.0
789101.0,2022-05-21,80.0,80.0,80.0,86.0,80.0,69.0
789101.0,2022-05-22,42.857142857142854,85.71428571428571,42.857142857142854,86.0,80.0,69.0
789101.0,2022-05-23,69.23076923076923,76.92307692307693,69.23076923076923,86.0,80.0,69.0
789101.0,2022-05-24,71.42857142857143,85.71428571428571,71.42857142857143,86.0,80.0,69.0
789101.0,2022-05-25,75.0,100.0,75.0,86.0,80.0,69.0
789101.0,2022-05-26,40.0,100.0,40.0,86.0,80.0,69.0
789101.0,2022-05-27,85.71428571428571,57.14285714285714,85.71428571428571,86.0,80.0,69.0
789101.0,2022-05-28,100.0,90.0,100.0,86.0,80.0,69.0
789101.0,2022-05-29,61.53846153846154,84.61538461538461,61.53846153846154,86.0,80.0,69.0
789101.0,2022-05-30,66.66666666666666,66.66666666666666,66.66666666666666,86.0,80.0,69.0
789101.0,2022-05-31,62.5,100.0,62.5,86.0,80.0,69.0
789101.0,2022-06-01,80.0,90.0,80.0,86.0,80.0,69.0
789101.0,2022-06-02,66.66666666666666,83.33333333333334,66.66666666666666,86.0,80.0,69.0
789101.0,2022-06-03,85.71428571428571,100.0,85.71428571428571,86.0,80.0,69.0
789101.0,2022-06-04,75.0,83.33333333333334,75.0,86.0,80.0,69.0
789101.0,2022-06-05,83.33333333333334,100.0,83.33333333333334,86.0,80.0,69.0
789101.0,2022-06-06,77.77777777777779,55.55555555555556,77.77777777777779,86.0,80.0,69.0
789101.0,2022-06-07,40.0,80.0,40.0,86.0,80.0,69.0
789101.0,2022-06-08,60.0,90.0,60.0,86.0,80.0,69.0
789101.0,2022-06-09,60.0,80.0,60.0,86.0,80.0,69.0
789101.0,2022-06-10,70.0,90.0,70.0,86.0,80.0,69.0
789101.0,2022-06-11,85.71428571428571,100.0,85.71428571428571,86.0,80.0,69.0
789101.0,2022-06-12,100.0,100.0,100.0,86.0,80.0,69.0
789101.0,2022-06-13,100.0,87.5,100.0,86.0,80.0,69.0
789101.0,2022-06-14,87.5,50.0,87.5,86.0,80.0,69.0
789101.0,2022-06-15,50.0,75.0,50.0,86.0,80.0,69.0
789101.0,2022-06-16,78.57142857142857,71.42857142857143,78.57142857142857,86.0,80.0,69.0
789101.0,2022-06-17,88.88888888888889,77.77777777777779,88.88888888888889,86.0,80.0,69.0
789101.0,2022-06-18,100.0,100.0,100.0,86.0,80.0,69.0
789101.0,2022-06-19,75.0,87.5,75.0,86.0,80.0,69.0
789101.0,2022-06-20,90.9090909090909,90.9090909090909,90.9090909090909,86.0,80.0,69.0
789101.0,2022-06-21,50.0,83.33333333333334,50.0,86.0,80.0,69.0
789101.0,2022-06-22,100.0,100.0,100.0,86.0,80.0,69.0
789101.0,2022-06-23,62.5,62.5,62.5,86.0,80.0,69.0
789101.0,2022-06-24,100.0,85.71428571428571,100.0,86.0,80.0,69.0
789101.0,2022-06-25,50.0,75.0,50.0,86.0,80.0,69.0
789101.0,2022-06-26,55.55555555555556,66.66666666666666,55.55555555555556,86.0,80.0,69.0
789101.0,2022-06-27,100.0,83.33333333333334,100.0,86.0,80.0,69.0
789101.0,2022-06-28,57.14285714285714,100.0,57.14285714285714,86.0,80.0,69.0
789101.0,2022-06-29,83.33333333333334,91.66666666666666,83.33333333333334,86.0,80.0,69.0
789101.0,2022-06-30,75.0,91.66666666666666,75.0,86.0,80.0,69.0
789101.0,2022-07-01,92.85714285714286,92.85714285714286,92.85714285714286,86.0,80.0,69.0
789101.0,2022-07-02,80.0,80.0,80.0,86.0,80.0,69.0
789101.0,2022-07-03,100.0,85.71428571428571,100.0,86.0,80.0,69.0
789101.0,2022-07-04,83.33333333333334,91.66666666666666,83.33333333333334,86.0,80.0,69.0
789101.0,2022-07-05,81.81818181818183,90.9090909090909,81.81818181818183,86.0,80.0,69.0
789101.0,2022-07-06,66.66666666666666,91.66666666666666,66.66666666666666,86.0,80.0,69.0
789101.0,2022-07-07,90.9090909090909,90.9090909090909,90.9090909090909,86.0,80.0,69.0
789101.0,2022-07-08,66.66666666666666,100.0,66.66666666666666,86.0,80.0,69.0
789101.0,2022-07-09,88.88888888888889,88.88888888888889,88.88888888888889,86.0,80.0,69.0
789101.0,2022-07-10,63.63636363636363,90.9090909090909,63.63636363636363,86.0,80.0,69.0
789101.0,2022-07-11,81.25,87.5,81.25,86.0,80.0,69.0
789101.0,2022-07-12,55.55555555555556,100.0,55.55555555555556,86.0,80.0,69.0
789101.0,2022-07-13,53.84615384615385,92.3076923076923,53.84615384615385,86.0,80.0,69.0
789101.0,2022-07-14,60.0,80.0,60.0,86.0,80.0,69.0
789101.0,2022-07-15,57.14285714285714,85.71428571428571,57.14285714285714,86.0,80.0,69.0
789101.0,2022-07-16,50.0,90.0,50.0,86.0,80.0,69.0
789101.0,2022-07-17,83.33333333333334,100.0,83.33333333333334,86.0,80.0,69.0
789101.0,2022-07-18,100.0,71.42857142857143,100.0,86.0,80.0,69.0
789101.0,2022-07-19,62.5,87.5,62.5,86.0,80.0,69.0
789101.0,2022-07-20,75.0,100.0,75.0,86.0,80.0,69.0
789101.0,2022-07-21,70.58823529411765,94.11764705882352,70.58823529411765,86.0,80.0,69.0
789101.0,2022-07-22,50.0,83.33333333333334,50.0,86.0,80.0,69.0
789101.0,2022-07-23,100.0,71.42857142857143,100.0,86.0,80.0,69.0
789101.0,2022-07-24,87.5,87.5,87.5,86.0,80.0,69.0
789101.0,2022-07-25,80.0,100.0,80.0,86.0,80.0,69.0
789101.0,2022-07-26,87.5,100.0,87.5,86.0,80.0,69.0
789101.0,2022-07-27,100.0,100.0,100.0,86.0,80.0,69.0
789101.0,2022-07-28,81.81818181818183,81.81818181818183,81.81818181818183,86.0,80.0,69.0
789101.0,2022-07-29,57.14285714285714,85.71428571428571,57.14285714285714,86.0,80.0,69.0
789101.0,2022-07-30,80.0,100.0,80.0,86.0,80.0,69.0
789101.0,2022-07-31,50.0,100.0,50.0,86.0,80.0,69.0
789101.0,2022-08-01,75.0,100.0,75.0,86.0,80.0,69.0
789101.0,2022-08-02,66.66666666666666,33.33333333333333,66.66666666666666,86.0,80.0,69.0
789101.0,2022-08-03,82.35294117647058,100.0,82.35294117647058,86.0,80.0,69.0
789101.0,2022-08-04,75.0,100.0,75.0,86.0,80.0,69.0
789101.0,2022-08-05,70.0,90.0,70.0,86.0,80.0,69.0
789101.0,2022-08-06,87.5,62.5,87.5,86.0,80.0,69.0
789101.0,2022-08-07,66.66666666666666,66.66666666666666,66.66666666666666,86.0,80.0,69.0
789101.0,2022-08-08,63.63636363636363,81.81818181818183,63.63636363636363,86.0,80.0,69.0
789101.0,2022-08-09,55.55555555555556,88.88888888888889,55.55555555555556,86.0,80.0,69.0
789101.0,2022-08-10,90.0,80.0,90.0,86.0,80.0,69.0
789101.0,2022-08-11,66.66666666666666,100.0,66.66666666666666,86.0,80.0,69.0
789101.0,2022-08-12,54.54545454545454,81.81818181818183,54.54545454545454,86.0,80.0,69.0
789101.0,2022-08-13,83.33333333333334,66.66666666666666,83.33333333333334,86.0,80.0,69.0
789101.0,2022-08-14,66.66666666666666,88.88888888888889,66.66666666666666,86.0,80.0,69.0
789101.0,2022-08-15,100.0,77.77777777777779,100.0,86.0,80.0,69.0
789101.0,2022-08-16,66.66666666666666,77.77777777777779,66.66666666666666,86.0,80.0,69.0
789101.0,2022-08-17,70.0,100.0,70.0,86.0,80.0,69.0
789101.0,2022-08-18,71.42857142857143,57.14285714285714,71.42857142857143,86.0,80.0,69.0
789101.0,2022-08-19,50.0,75.0,50.0,86.0,80.0,69.0
789101.0,2022-08-20,50.0,80.0,50.0,86.0,80.0,69.0
789101.0,2022-08-21,87.5,100.0,87.5,86.0,80.0,69.0
789101.0,2022-08-22,90.0,80.0,90.0,86.0,80.0,69.0
789101.0,2022-08-23,87.5,87.5,87.5,86.0,80.0,69.0
789101.0,2022-08-24,84.61538461538461,84.61538461538461,84.61538461538461,86.0,80.0,69.0
789101.0,2022-08-25,80.0,100.0,80.0,86.0,80.0,69.0
789101.0,2022-08-26,37.5,75.0,37.5,86.0,80.0,69.0
789101.0,2022-08-27,72.72727272727273,90.9090909090909,72.72727272727273,86.0,80.0,69.0
789101.0,2022-08-28,87.5,87.5,87.5,86.0,80.0,69.0
789101.0,2022-08-29,62.5,100.0,62.5,86.0,80.0,69.0
789101.0,2022-08-30,66.66666666666666,33.33333333333333,66.66666666666666,86.0,80.0,69.0
789102.0,2022-03-01,77.77777777777779,88.88888888888889,77.77777777777779,90.0,81.0,73.0
789102.0,2022-03-02,80.0,70.0,80.0,90.0,81.0,73.0
789102.0,2022-03-03,50.0,87.5,50.0,90.0,81.0,73.0
789102.0,2022-03-04,44.44444444444444,100.0,44.44444444444444,90.0,81.0,73.0
789102.0,2022-03-05,100.0,71.42857142857143,100.0,90.0,81.0,73.0
789102.0,2022-03-06,84.61538461538461,69.23076923076923,84.61538461538461,90.0,81.0,73.0
789102.0,2022-03-07,40.0,80.0,40.0,90.0,81.0,73.0
789102.0,2022-03-08,71.42857142857143,57.14285714285714,71.42857142857143,90.0,81.0,73.0
789102.0,2022-03-09,60.0,80.0,60.0,90.0,81.0,73.0
789102.0,2022-03-10,69.23076923076923,92.3076923076923,69.23076923076923,90.0,81.0,73.0
789102.0,2022-03-11,75.0,75.0,75.0,90.0,81.0,73.0
789102.0,2022-03-12,80.0,100.0,80.0,90.0,81.0,73.0
789102.0,2022-03-13,75.0,62.5,75.0,90.0,81.0,73.0
789102.0,2022-03-14,70.0,80.0,70.0,90.0,81.0,73.0
789102.0,2022-03-15,76.92307692307693,61.53846153846154,76.92307692307693,90.0,81.0,73.0
789102.0,2022-03-16,53.84615384615385,92.3076923076923,53.84615384615385,90.0,81.0,73.0
789102.0,2022-03-17,55.55555555555556,55.55555555555556,55.55555555555556,90.0,81.0,73.0
789102.0,2022-03-18,44.44444444444444,88.88888888888889,44.44444444444444,90.0,81.0,73.0
789102.0,2022-03-19,85.71428571428571,78.57142857142857,85.71428571428571,90.0,81.0,73.0
789102.0,2022-03-20,73.33333333333333,86.66666666666667,73.33333333333333,90.0,81.0,73.0
789102.0,2022-03-21,62.5,100.0,62.5,90.0,81.0,73.0
789102.0,2022-03-22,87.5,87.5,87.5,90.0,81.0,73.0
789102.0,2022-03-23,63.63636363636363,100.0,63.63636363636363,90.0,81.0,73.0
789102.0,2022-03-24,81.81818181818183,81.81818181818183,81.81818181818183,90.0,81.0,73.0
789102.0,2022-03-25,50.0,66.66666666666666,50.0,90.0,81.0,73.0
789102.0,2022-03-26,90.9090909090909,72.72727272727273,90.9090909090909,90.0,81.0,73.0
789102.0,2022-03-27,88.88888888888889,66.66666666666666,88.88888888888889,90.0,81.0,73.0
789102.0,2022-03-28,80.0,70.0,80.0,90.0,81.0,73.0
789102.0,2022-03-29,75.0,87.5,75.0,90.0,81.0,73.0
789102.0,2022-03-30,75.0,91.66666666666666,75.0,90.0,81.0,73.0
789102.0,2022-03-31,100.0,83.33333333333334,100.0,90.0,81.0,73.0
789102.0,2022-04-01,66.66666666666666,100.0,66.66666666666666,90.0,81.0,73.0
789102.0,2022-04-02,72.72727272727273,90.9090909090909,72.72727272727273,90.0,81.0,73.0
789102.0,2022-04-03,88.88888888888889,77.77777777777779,88.88888888888889,90.0,81.0,73.0
789102.0,2022-04-04,60.0,40.0,60.0,90.0,81.0,73.0
789102.0,2022-04-05,72.72727272727273,90.9090909090909,72.72727272727273,90.0,81.0,73.0
789102.0,2022-04-06,75.0,91.66666666666666,75.0,90.0,81.0,73.0
789102.0,2022-04-07,75.0,100.0,75.0,90.0,81.0,73.0
789102.0,2022-04-08,60.0,100.0,60.0,90.0,81.0,73.0
789102.0,2022-04-09,81.81818181818183,100.0,81.81818181818183,90.0,81.0,73.0
789102.0,2022-04-10,87.5,81.25,87.5,90.0,81.0,73.0
789102.0,2022-04-11,87.5,75.0,87.5,90.0,81.0,73.0
789102.0,2022-04-12,70.0,90.0,70.0,90.0,81.0,73.0
789102.0,2022-04-13,75.0,75.0,75.0,90.0,81.0,73.0
789102.0,2022-04-14,90.9090909090909,100.0,90.9090909090909,90.0,81.0,73.0
789102.0,2022-04-15,50.0,100.0,50.0,90.0,81.0,73.0
789102.0,2022-04-16,84.61538461538461,92.3076923076923,84.61538461538461,90.0,81.0,73.0
789102.0,2022-04-17,75.0,87.5,75.0,90.0,81.0,73.0
789102.0,2022-04-18,57.14285714285714,85.71428571428571,57.14285714285714,90.0,81.0,73.0
789102.0,2022-04-19,90.0,90.0,90.0,90.0,81.0,73.0
789102.0,2022-04-20,75.0,91.66666666666666,75.0,90.0,81.0,73.0
789102.0,2022-04-21,66.66666666666666,83.33333333333334,66.66666666666666,90.0,81.0,73.0
789102.0,2022-04-22,62.5,75.0,62.5,90.0,81.0,73.0
789102.0,2022-04-23,75.0,87.5,75.0,90.0,81.0,73.0
789102.0,2022-04-24,70.0,80.0,70.0,90.0,81.0,73.0
789102.0,2022-04-25,83.33333333333334,50.0,83.33333333333334,90.0,81.0,73.0
789102.0,2022-04-26,50.0,87.5,50.0,90.0,81.0,73.0
789102.0,2022-04-27,85.71428571428571,85.71428571428571,85.71428571428571,90.0,81.0,73.0
789102.0,2022-04-28,62.5,75.0,62.5,90.0,81.0,73.0
789102.0,2022-04-29,87.5,87.5,87.5,90.0,81.0,73.0
789102.0,2022-04-30,57.14285714285714,85.71428571428571,57.14285714285714,90.0,81.0,73.0
789102.0,2022-05-01,69.23076923076923,69.23076923076923,69.23076923076923,90.0,81.0,73.0
789102.0,2022-05-02,71.42857142857143,71.42857142857143,71.42857142857143,90.0,81.0,73.0
789102.0,2022-05-03,90.0,80.0,90.0,90.0,81.0,73.0
789102.0,2022-05-04,81.81818181818183,90.9090909090909,81.81818181818183,90.0,81.0,73.0
789102.0,2022-05-05,77.77777777777779,100.0,77.77777777777779,90.0,81.0,73.0
789102.0,2022-05-06,66.66666666666666,83.33333333333334,66.66666666666666,90.0,81.0,73.0
789102.0,2022-05-07,72.72727272727273,63.63636363636363,72.72727272727273,90.0,81.0,73.0
789102.0,2022-05-08,75.0,75.0,75.0,90.0,81.0,73.0
789102.0,2022-05-09,70.0,80.0,70.0,90.0,81.0,73.0
789102.0,2022-05-10,71.42857142857143,100.0,71.42857142857143,90.0,81.0,73.0
789102.0,2022-05-11,66.66666666666666,50.0,66.66666666666666,90.0,81.0,73.0
789102.0,2022-05-12,88.88888888888889,77.77777777777779,88.88888888888889,90.0,81.0,73.0
789102.0,2022-05-13,45.45454545454545,81.81818181818183,45.45454545454545,90.0,81.0,73.0
789102.0,2022-05-14,72.72727272727273,90.9090909090909,72.72727272727273,90.0,81.0,73.0
789102.0,2022-05-15,62.5,87.5,62.5,90.0,81.0,73.0
789102.0,2022-05-16,84.61538461538461,92.3076923076923,84.61538461538461,90.0,81.0,73.0
789102.0,2022-05-17,91.66666666666666,75.0,91.66666666666666,90.0,81.0,73.0
789102.0,2022-05-18,25.0,75.0,25.0,90.0,81.0,73.0
789102.0,2022-05-19,63.63636363636363,81.81818181818183,63.63636363636363,90.0,81.0,73.0
789102.0,2022-05-20,60.0,90.0,60.0,90.0,81.0,73.0
789102.0,2022-05-21,100.0,100.0,100.0,90.0,81.0,73.0
789102.0,2022-05-22,57.14285714285714,57.14285714285714,57.14285714285714,90.0,81.0,73.0
789102.0,2022-05-23,66.66666666666666,83.33333333333334,66.66666666666666,90.0,81.0,73.0
789102.0,2022-05-24,66.66666666666666,88.88888888888889,66.66666666666666,90.0,81.0,73.0
789102.0,2022-05-25,80.0,80.0,80.0,90.0,81.0,73.0
789102.0,2022-05-26,75.0,83.33333333333334,75.0,90.0,81.0,73.0
789102.0,2022-05-27,100.0,84.61538461538461,100.0,90.0,81.0,73.0
789102.0,2022-05-28,80.0,100.0,80.0,90.0,81.0,73.0
789102.0,2022-05-29,62.5,87.5,62.5,90.0,81.0,73.0
789102.0,2022-05-30,75.0,75.0,75.0,90.0,81.0,73.0
789102.0,2022-05-31,75.0,100.0,75.0,90.0,81.0,73.0
789102.0,2022-06-01,62.5,100.0,62.5,90.0,81.0,73.0
789102.0,2022-06-02,90.9090909090909,90.9090909090909,90.9090909090909,90.0,81.0,73.0
789102.0,2022-06-03,87.5,87.5,87.5,90.0,81.0,73.0
789102.0,2022-06-04,62.5,100.0,62.5,90.0,81.0,73.0
789102.0,2022-06-05,71.42857142857143,71.42857142857143,71.42857142857143,90.0,81.0,73.0
789102.0,2022-06-06,87.5,87.5,87.5,90.0,81.0,73.0
789102.0,2022-06-07,70.0,90.0,70.0,90.0,81.0,73.0
789102.0,2022-06-08,85.71428571428571,71.42857142857143,85.71428571428571,90.0,81.0,73.0
789102.0,2022-06-09,20.0,100.0,20.0,90.0,81.0,73.0
789102.0,2022-06-10,87.5,62.5,87.5,90.0,81.0,73.0
789102.0,2022-06-11,50.0,75.0,50.0,90.0,81.0,73.0
789102.0,2022-06-12,83.33333333333334,83.33333333333334,83.33333333333334,90.0,81.0,73.0
789102.0,2022-06-13,66.66666666666666,86.66666666666667,66.66666666666666,90.0,81.0,73.0
789102.0,2022-06-14,100.0,60.0,100.0,90.0,81.0,73.0
789102.0,2022-06-15,66.66666666666666,83.33333333333334,66.66666666666666,90.0,81.0,73.0
789102.0,2022-06-16,100.0,75.0,100.0,90.0,81.0,73.0
789102.0,2022-06-17,54.54545454545454,100.0,54.54545454545454,90.0,81.0,73.0
789102.0,2022-06-18,100.0,100.0,100.0,90.0,81.0,73.0
789102.0,2022-06-19,100.0,100.0,100.0,90.0,81.0,73.0
789102.0,2022-06-20,58.333333333333336,75.0,58.333333333333336,90.0,81.0,73.0
789102.0,2022-06-21,60.0,100.0,60.0,90.0,81.0,73.0
789102.0,2022-06-22,80.0,80.0,80.0,90.0,81.0,73.0
789102.0,2022-06-23,83.33333333333334,100.0,83.33333333333334,90.0,81.0,73.0
789102.0,2022-06-24,50.0,80.0,50.0,90.0,81.0,73.0
789102.0,2022-06-25,70.0,90.0,70.0,90.0,81.0,73.0
789102.0,2022-06-26,85.71428571428571,71.42857142857143,85.71428571428571,90.0,81.0,73.0
789102.0,2022-06-27,70.0,80.0,70.0,90.0,81.0,73.0
789102.0,2022-06-28,33.33333333333333,88.88888888888889,33.33333333333333,90.0,81.0,73.0
789102.0,2022-06-29,88.88888888888889,100.0,88.88888888888889,90.0,81.0,73.0
789102.0,2022-06-30,83.33333333333334,66.66666666666666,83.33333333333334,90.0,81.0,73.0
789102.0,2022-07-01,50.0,100.0,50.0,90.0,81.0,73.0
789102.0,2022-07-02,90.9090909090909,100.0,90.9090909090909,90.0,81.0,73.0
789102.0,2022-07-03,75.0,75.0,75.0,90.0,81.0,73.0
789102.0,2022-07-04,76.92307692307693,76.92307692307693,76.92307692307693,90.0,81.0,73.0
789102.0,2022-07-05,60.0,100.0,60.0,90.0,81.0,73.0
789102.0,2022-07-06,50.0,85.71428571428571,50.0,90.0,81.0,73.0
789102.0,2022-07-07,57.14285714285714,71.42857142857143,57.14285714285714,90.0,81.0,73.0
789102.0,2022-07-08,90.0,80.0,90.0,90.0,81.0,73.0
789102.0,2022-07-09,50.0,83.33333333333334,50.0,90.0,81.0,73.0
789102.0,2022-07-10,50.0,87.5,50.0,90.0,81.0,73.0
789102.0,2022-07-11,77.77777777777779,100.0,77.77777777777779,90.0,81.0,73.0
789102.0,2022-07-12,80.0,90.0,80.0,90.0,81.0,73.0
789102.0,2022-07-13,83.33333333333334,83.33333333333334,83.33333333333334,90.0,81.0,73.0
789102.0,2022-07-14,69.23076923076923,84.61538461538461,69.23076923076923,90.0,81.0,73.0
789102.0,2022-07-15,75.0,87.5,75.0,90.0,81.0,73.0
789102.0,2022-07-16,66.66666666666666,100.0,66.66666666666666,90.0,81.0,73.0
789102.0,2022-07-17,90.9090909090909,63.63636363636363,90.9090909090909,90.0,81.0,73.0
789102.0,2022-07-18,100.0,83.33333333333334,100.0,90.0,81.0,73.0
789102.0,2022-07-19,46.15384615384615,92.3076923076923,46.15384615384615,90.0,81.0,73.0
789102.0,2022-07-20,83.33333333333334,58.333333333333336,83.33333333333334,90.0,81.0,73.0
789102.0,2022-07-21,88.88888888888889,77.77777777777779,88.88888888888889,90.0,81.0,73.0
789102.0,2022-07-22,54.54545454545454,90.9090909090909,54.54545454545454,90.0,81.0,73.0
789102.0,2022-07-23,66.66666666666666,83.33333333333334,66.66666666666666,90.0,81.0,73.0
789102.0,2022-07-24,88.88888888888889,88.88888888888889,88.88888888888889,90.0,81.0,73.0
789102.0,2022-07-25,88.88888888888889,66.66666666666666,88.88888888888889,90.0,81.0,73.0
789102.0,2022-07-26,75.0,75.0,75.0,90.0,81.0,73.0
